,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,yr_built,zipcode,lat,long
9369,2014-08-13,475000,3,2,2160,35912,2,No,No View,Average,8,1982,98077,47.7273,-122.083
9370,2014-05-15,475000,7,4,2870,29699,1,No,No View,Average,7,1961,98125,47.7153,-122.327
9371,2014-09-23,475000,5,2,2300,28480,2,No,No View,Average,6,1994,98053,47.6403,-121.964
9372,2015-04-09,475000,3,2,1850,26445,1,No,No View,Good,7,1962,98010,47.3412,-122.051
9373,2014-08-28,475000,3,2,1870,25157,2,No,No View,Average,7,1978,98014,47.695,-121.915
9374,2014-11-24,475000,4,2,2160,19283,2,No,No View,Average,8,1981,98011,47.7603,-122.169
9375,2015-03-05,475000,3,3,2540,18900,1,No,No View,Average,7,1978,98072,47.754,-122.144
9376,2014-07-11,475000,4,3,2200,16288,1,No,No View,Average,7,1980,98059,47.4793,-122.122
9377,2015-03-07,475000,4,2,2040,16200,2,No,No View,Average,8,1997,98019,47.7366,-121.958
9378,2014-12-26,475000,3,2,1330,14560,1,No,No View,Average,7,1983,98052,47.6599,-122.135
9379,2014-11-18,475000,2,2,1620,14467,2,No,No View,Average,7,1981,98074,47.6306,-122.035
9380,2014-10-10,475000,4,4,3660,14401,2,No,No View,Average,10,1994,98023,47.3076,-122.396
9381,2014-07-02,475000,4,2,2100,13468,1,No,No View,Very Good,7,1962,98125,47.7139,-122.292
9382,2014-09-03,475000,3,2,1480,13457,1,No,No View,Average,7,1959,98007,47.5914,-122.136
9383,2014-11-12,475000,3,2,2270,13000,1,No,No View,Very Good,8,1968,98058,47.4474,-122.144
9384,2014-08-20,475000,3,2,1750,12632,1,No,No View,Good,7,1952,98033,47.6736,-122.176
9385,2014-06-13,475000,3,2,1580,12177,1,No,No View,Average,7,1981,98074,47.6254,-122.045
9386,2014-05-27,475000,3,2,1230,11502,1,No,No View,Good,7,1984,98052,47.7017,-122.127
9387,2014-06-09,475000,4,3,1980,11443,1,No,No View,Very Good,7,1952,98155,47.7707,-122.273
9388,2014-08-21,475000,3,2,1930,11092,1,No,No View,Average,7,1983,98074,47.634,-122.033
9389,2015-04-30,475000,4,2,1580,10260,1,No,No View,Good,7,1955,98007,47.5984,-122.147
9390,2015-05-03,475000,3,2,1150,10240,1,No,No View,Average,6,1918,98106,47.5222,-122.357
9391,2015-03-13,475000,5,2,2050,10200,1,No,No View,Average,6,1956,98198,47.4136,-122.333
9392,2014-07-30,475000,3,2,1260,10065,1,No,No View,Average,7,1954,98006,47.5727,-122.138
9393,2015-02-06,475000,4,2,2320,10046,2,No,No View,Average,7,2006,98065,47.5406,-121.887
9394,2014-05-19,475000,4,2,3060,10043,1,No,No View,Good,8,1968,98133,47.7387,-122.337
9395,2014-12-08,475000,3,1,1470,9750,1,No,No View,Average,7,1963,98034,47.7155,-122.194
9396,2014-07-10,475000,3,2,1880,9659,1,No,No View,Average,8,1951,98155,47.7497,-122.284
9397,2014-06-28,475000,3,2,1700,9100,1,No,No View,Average,8,1998,98126,47.5369,-122.378
9398,2014-12-12,475000,3,2,2020,8970,1,No,No View,Good,7,1981,98072,47.7571,-122.145
9399,2015-01-02,475000,4,2,1910,8775,1,No,No View,Average,7,1956,98028,47.7396,-122.247
9400,2014-11-24,475000,3,2,1240,8738,1,No,No View,Average,7,1959,98005,47.5849,-122.17
9401,2014-05-13,475000,4,2,3740,8700,1,No,No View,Average,10,2004,98058,47.4587,-122.117
9402,2015-04-21,475000,3,2,1580,8659,1,No,No View,Good,7,1961,98011,47.7599,-122.215
9403,2014-07-16,475000,2,2,1710,8645,1,No,No View,Good,7,1923,98115,47.7005,-122.313
9404,2014-06-18,475000,3,2,1700,8432,1,No,No View,Average,8,1977,98125,47.7221,-122.317
9405,2014-10-10,475000,4,3,2410,8284,1,No,No View,Very Good,7,1969,98034,47.7202,-122.22
9406,2015-03-13,475000,3,2,1520,8100,1,No,No View,Very Good,6,1945,98117,47.6966,-122.375
9407,2014-07-07,475000,5,2,2510,8050,1,No,No View,Good,7,1977,98034,47.7212,-122.172
9408,2015-02-06,475000,3,2,1780,8033,1,No,No View,Fair- Badly worn,7,1977,98034,47.7275,-122.219
9409,2014-09-22,475000,3,2,2130,8022,2,No,No View,Average,8,1985,98052,47.7252,-122.106
9410,2014-05-22,475000,3,2,1820,8008,1,No,No View,Average,8,1981,98052,47.7206,-122.11
9411,2014-08-12,475000,3,1,1270,8000,1,No,No View,Good,6,1959,98008,47.6175,-122.118
9412,2014-08-29,475000,2,1,870,7975,1,No,Average,Average,7,1946,98107,47.6698,-122.361
9413,2015-04-21,475000,3,2,1320,7840,1,No,No View,Average,8,1966,98007,47.6024,-122.143
9414,2014-05-20,475000,4,2,1650,7775,1,No,No View,Good,7,1950,98133,47.715,-122.354
9415,2014-10-12,475000,3,2,1630,7586,2,No,No View,Average,8,1986,98029,47.5689,-122.023
9416,2014-09-11,475000,4,2,2110,7560,2,No,No View,Good,8,1974,98034,47.7331,-122.183
9417,2015-04-08,475000,3,2,1890,7560,1,No,No View,Average,8,1973,98034,47.7322,-122.185
9418,2014-11-18,475000,4,2,1970,7532,1,No,No View,Average,8,1983,98052,47.7219,-122.109
9419,2014-07-02,475000,4,2,2040,7260,2,No,No View,Good,7,1963,98133,47.7399,-122.332
9420,2014-12-02,475000,4,2,2240,7245,1,No,No View,Good,7,1972,98034,47.7161,-122.17
9421,2014-06-03,475000,3,2,2600,7210,2,No,No View,Average,8,1989,98059,47.5123,-122.151
9422,2015-02-09,475000,3,2,2490,7210,1,No,No View,Average,7,1972,98034,47.726,-122.198
9423,2014-10-09,475000,5,2,2340,7200,1,No,No View,Average,7,1975,98034,47.7206,-122.211
9424,2015-03-26,475000,4,2,1800,7200,1,No,No View,Average,7,1979,98177,47.7717,-122.376
9425,2014-12-12,475000,3,1,1600,7161,1,No,No View,Average,8,1953,98118,47.5507,-122.261
9426,2015-03-20,475000,5,3,3080,6600,2,No,No View,Average,9,2002,98058,47.4501,-122.122
9427,2014-11-17,475000,5,2,2040,6180,2,No,No View,Good,7,1908,98118,47.5503,-122.28
9428,2014-07-02,475000,4,3,2620,6178,2,No,No View,Average,8,2013,98045,47.4823,-121.771
9429,2014-10-31,475000,3,2,2480,6031,2,No,No View,Average,8,2001,98155,47.772,-122.297
9430,2014-09-03,475000,4,1,1420,6000,2,No,No View,Average,7,1950,98115,47.6844,-122.302
9431,2014-09-15,475000,4,2,3150,5757,2,No,No View,Average,9,2004,98058,47.4568,-122.117
9432,2014-06-17,475000,3,2,2280,5750,1,No,Fair,Good,7,1985,98116,47.5641,-122.393
9433,2015-04-28,475000,4,2,2320,5534,2,No,No View,Good,7,1915,98103,47.6944,-122.355
9434,2014-07-02,475000,4,2,1850,5444,2,No,No View,Very Good,7,1981,98034,47.7227,-122.16
9435,2014-12-27,475000,4,3,2400,5400,2,No,Average,Good,7,1965,98178,47.5099,-122.26
9436,2015-03-20,475000,5,3,3100,5298,2,No,No View,Average,7,2007,98065,47.5369,-121.887
9437,2014-09-02,475000,3,2,2480,5280,2,No,No View,Very Good,7,1947,98108,47.5575,-122.303
9438,2015-02-18,475000,2,1,920,5157,1,No,No View,Average,6,1909,98118,47.5499,-122.269
9439,2015-05-11,475000,5,2,2020,5100,2,No,No View,Very Good,7,1911,98103,47.6915,-122.345
9440,2015-01-21,475000,3,2,1640,5097,2,No,No View,Average,7,1969,98155,47.7522,-122.278
9441,2014-12-02,475000,3,2,1460,4961,1,No,No View,Good,8,1988,98033,47.6955,-122.183
9442,2014-12-16,475000,4,2,2680,4673,2,No,No View,Average,7,1999,98011,47.7539,-122.219
9443,2014-08-13,475000,3,1,1380,4635,1,No,No View,Good,6,1919,98144,47.57,-122.285
9444,2014-06-06,475000,2,1,890,4590,1,No,No View,Average,7,1923,98117,47.6901,-122.362
9445,2015-02-18,475000,3,2,1920,4534,2,No,No View,Average,8,1986,98034,47.7144,-122.204
9446,2015-04-13,475000,4,2,2500,4500,2,No,No View,Average,7,2010,98059,47.4928,-122.149
9447,2015-03-21,475000,3,1,1270,4268,1,No,No View,Average,7,1921,98117,47.6848,-122.392
9448,2014-08-11,475000,3,2,1550,4054,2,No,No View,Good,7,1926,98115,47.6743,-122.301
9449,2015-04-02,475000,3,3,1890,3938,2,No,No View,Average,8,1999,98065,47.5336,-121.867
9450,2015-05-12,475000,3,2,1720,3825,2,No,No View,Average,7,1925,98105,47.666,-122.327
9451,2014-05-19,475000,2,1,1490,3825,1,No,No View,Average,7,1929,98117,47.6799,-122.381
9452,2014-07-21,475000,2,2,1440,3720,2,No,No View,Average,7,1983,98115,47.6902,-122.325
9453,2014-10-07,475000,3,2,2280,3710,1,No,No View,Average,8,1990,98072,47.735,-122.159
9454,2014-08-15,475000,5,2,2010,3600,2,No,No View,Average,6,1912,98119,47.6522,-122.366
9455,2015-04-23,475000,5,4,2780,3583,2,No,No View,Average,8,2005,98059,47.4879,-122.152
9456,2015-03-23,475000,3,2,1680,3420,1,No,No View,Average,7,1992,98115,47.6855,-122.291
9457,2014-10-10,475000,2,2,1320,3420,1,No,Fair,Average,7,1955,98199,47.6639,-122.399
9458,2015-04-08,475000,3,2,1800,3300,2,No,No View,Average,7,2004,98118,47.5491,-122.276
9459,2015-04-17,475000,3,2,2370,3239,2,No,No View,Average,8,2006,98072,47.7515,-122.174
9460,2015-01-02,475000,4,4,2440,3052,2,No,No View,Average,8,2006,98108,47.555,-122.309
9461,2014-09-08,475000,3,2,1690,2890,2,No,No View,Average,7,2004,98053,47.6802,-122.031
9462,2015-04-29,475000,3,2,1340,2805,2,No,No View,Average,7,1919,98144,47.5922,-122.297
9463,2014-05-07,475000,2,1,820,2723,1,No,No View,Average,7,1921,98103,47.6623,-122.339
9464,2014-10-08,475000,3,2,1640,2720,2,No,No View,Average,8,1929,98115,47.6869,-122.317
9465,2015-03-17,475000,3,3,2010,2554,2,No,No View,Average,7,2001,98118,47.5525,-122.269
9466,2014-06-11,475000,3,2,1630,2520,2,No,No View,Average,7,2005,98029,47.5493,-121.998
9467,2014-05-21,475000,4,2,1790,2250,1,No,Average,Good,7,1909,98103,47.6526,-122.345
9468,2014-10-24,475000,3,2,1380,1621,2,No,No View,Average,8,2007,98117,47.678,-122.375
9469,2014-08-04,475000,3,2,1320,1310,3,No,No View,Average,8,2006,98107,47.6719,-122.38
9470,2015-02-19,475000,3,2,1310,1294,2,No,No View,Average,8,2008,98116,47.5773,-122.409
9471,2015-05-06,475000,2,2,1170,1250,3,No,No View,Average,8,2000,98107,47.6719,-122.38
9472,2015-04-16,475000,3,2,1190,1200,3,No,No View,Average,8,2008,98103,47.6542,-122.346
9473,2014-09-23,475000,3,2,1190,1137,2,No,No View,Average,7,1999,98115,47.677,-122.325
9474,2014-07-11,475000,3,3,1380,1121,3,No,No View,Average,8,2008,98103,47.6617,-122.349
9475,2014-06-19,475000,3,2,950,1110,2,No,No View,Average,8,2003,98102,47.6226,-122.319
9476,2015-04-16,475000,2,2,1060,925,2,No,No View,Average,8,2006,98199,47.6386,-122.388
9477,2015-01-27,474950,3,2,2250,222156,1,No,No View,Average,7,1987,98065,47.542,-121.792
9478,2015-03-11,474950,4,2,2030,15400,1,No,Fair,Average,9,1975,98166,47.4603,-122.365
9479,2014-08-26,474950,5,2,2080,8347,1,No,No View,Good,7,1975,98034,47.7334,-122.168
9480,2014-12-03,474950,3,2,1850,2575,2,No,No View,Average,9,2013,98118,47.5525,-122.273
9481,2014-10-31,474950,3,3,1530,1568,3,No,No View,Average,8,2012,98117,47.6998,-122.367
9482,2015-02-06,474905,4,2,1340,6200,1,No,No View,Very Good,6,1959,98008,47.6214,-122.119
9483,2014-06-03,474900,3,2,1800,43647,1,No,No View,Good,8,1976,98072,47.7757,-122.132
9484,2014-08-18,474900,3,1,1630,8308,2,No,No View,Average,7,1948,98146,47.5075,-122.378
9485,2014-05-28,474800,2,3,1400,1243,3,No,No View,Average,8,2000,98103,47.6534,-122.353
9486,2015-03-17,474500,5,2,2000,3600,1,No,No View,Average,6,1987,98144,47.5971,-122.295
9487,2014-08-12,474000,2,1,1050,403365,1,No,Good,Very Good,6,1905,98022,47.2221,-122.059
9488,2015-02-02,474000,4,2,1960,14834,1,No,No View,Good,8,1976,98072,47.7434,-122.095
9489,2014-07-03,474000,3,2,1530,8000,2,No,No View,Average,7,1978,98052,47.6971,-122.13
9490,2014-10-10,474000,3,1,1140,4560,1,No,No View,Good,6,1944,98117,47.6889,-122.362
9491,2014-10-17,474000,2,1,1100,3500,1,No,No View,Very Good,7,1908,98115,47.6741,-122.323
9492,2014-12-03,474000,2,1,1090,3160,1,No,No View,Average,7,1926,98109,47.6385,-122.344
9493,2015-01-27,473975,3,2,2330,3610,2,No,No View,Average,8,1999,98074,47.6022,-122.021
9494,2014-11-06,473600,4,2,1780,8400,1,No,No View,Average,7,1969,98136,47.5173,-122.385
9495,2015-03-27,473000,4,4,4370,37193,2,No,Good,Average,8,1996,98022,47.241,-121.979
9496,2014-11-25,473000,3,2,1620,12309,2,No,No View,Average,7,1987,98074,47.6188,-122.029
9497,2014-07-25,473000,3,2,1890,12236,1,No,No View,Average,8,1978,98074,47.6232,-122.047
9498,2014-10-28,473000,3,1,1280,10000,1,No,No View,Good,7,1954,98006,47.5716,-122.139
9499,2014-07-15,473000,5,3,2180,7200,2,No,No View,Good,7,1982,98034,47.7078,-122.234
9500,2014-12-26,473000,3,3,1050,7200,1,No,No View,Average,7,1985,98125,47.7163,-122.303
9501,2014-11-17,473000,5,4,3430,6872,2,No,No View,Average,10,2002,98031,47.4065,-122.207
9502,2014-06-17,473000,2,1,900,5100,1,No,No View,Good,7,1909,98117,47.6804,-122.378
9503,2014-09-10,473000,2,2,1510,4555,1,No,No View,Average,8,2005,98053,47.7136,-122.031
9504,2015-02-24,473000,2,1,940,4000,1,No,No View,Average,6,1942,98199,47.6488,-122.385
9505,2014-10-15,473000,3,3,1380,1081,3,No,No View,Average,8,2005,98107,47.6692,-122.39
9506,2014-11-13,472800,3,2,1840,8400,1,No,No View,Average,8,1961,98006,47.5497,-122.172
9507,2015-01-30,472500,4,2,2960,223462,2,No,No View,Average,10,2001,98030,47.3646,-122.211
9508,2014-06-02,472500,3,2,1750,15500,1,No,No View,Average,7,1982,98075,47.5887,-122.065
9509,2015-03-18,472500,4,2,1440,8536,1,No,No View,Good,7,1961,98033,47.6775,-122.18
9510,2015-03-16,472500,3,2,1790,6800,1,No,No View,Good,7,1964,98133,47.728,-122.339
9511,2014-09-09,472500,3,2,1650,3711,2,No,No View,Average,8,1996,98052,47.6863,-122.093
9512,2014-10-21,472500,2,2,1700,2383,2,No,No View,Average,8,2005,98029,47.547,-121.997
9513,2014-08-04,472217,3,2,2010,2212,2,No,No View,Average,8,2014,98029,47.5523,-121.998
9514,2015-05-07,472000,3,2,1860,415126,2,No,No View,Average,7,2006,98038,47.3974,-122.005
9515,2014-07-21,472000,3,2,3800,104979,2,No,No View,Average,8,2005,98045,47.4304,-121.841
9516,2014-12-29,472000,3,2,2770,89298,2,No,No View,Average,9,2004,98045,47.4291,-121.842
9517,2014-12-23,472000,3,2,2200,21890,1,No,Average,Average,8,1961,98155,47.7584,-122.271
9518,2014-05-29,472000,6,2,4410,14034,1,No,Average,Good,9,1965,98003,47.3376,-122.324
9519,2014-10-27,472000,5,2,2030,9804,1,No,No View,Average,7,1963,98008,47.6297,-122.114
9520,2014-08-25,472000,3,2,1740,9038,1,No,No View,Good,7,1955,98007,47.5897,-122.136
9521,2015-04-27,472000,5,2,2570,7412,2,No,No View,Average,8,2006,98019,47.7265,-121.957
9522,2014-09-30,472000,5,2,1780,7245,1,No,No View,Good,8,1976,98052,47.6946,-122.12
9523,2014-09-11,472000,3,2,2180,7200,1,No,Good,Good,8,1954,98178,47.5044,-122.235
9524,2014-10-24,472000,4,3,4350,7090,2,No,No View,Average,8,1999,98042,47.3747,-122.156
9525,2015-03-10,472000,2,2,1800,2748,2,No,No View,Good,9,1979,98008,47.6104,-122.113
9526,2014-06-17,472000,3,2,1180,1262,3,No,No View,Average,8,2010,98119,47.6381,-122.375
9527,2014-07-21,471835,4,2,3281,5354,2,No,No View,Average,9,2014,98092,47.3273,-122.163
9528,2014-10-13,471750,5,4,3790,8200,1,No,Fair,Average,8,2001,98056,47.4891,-122.19
9529,2015-01-16,471500,3,2,2430,5866,2,No,No View,Average,7,2009,98065,47.5158,-121.871
9530,2014-08-29,471275,4,2,3361,5038,2,No,No View,Average,9,2014,98092,47.3269,-122.165
9531,2014-06-23,471001,3,2,1800,6000,1,No,No View,Very Good,7,1905,98103,47.6867,-122.349
9532,2015-03-26,471000,4,2,3410,57063,2,No,No View,Good,8,1978,98059,47.505,-122.11
9533,2015-04-14,471000,4,2,2040,21781,2,No,No View,Average,8,1994,98014,47.6458,-121.904
9534,2015-03-19,471000,3,2,1640,10123,1,No,No View,Average,8,1977,98011,47.7698,-122.167
9535,2014-06-09,471000,4,2,2330,9928,2,No,No View,Average,8,1998,98045,47.4836,-121.783
9536,2014-06-03,471000,4,2,3030,9687,2,No,No View,Average,8,1998,98045,47.485,-121.799
9537,2014-06-26,471000,2,2,1240,6417,1,No,No View,Very Good,7,1924,98126,47.5439,-122.379
9538,2014-12-03,471000,4,2,1760,5750,1,No,Average,Very Good,7,1962,98126,47.5521,-122.373
9539,2015-03-25,471000,2,1,840,5100,1,No,No View,Good,7,1949,98117,47.6779,-122.384
9540,2014-12-16,471000,3,2,2010,4059,2,No,No View,Average,8,1998,98034,47.7317,-122.197
9541,2014-11-13,471000,4,2,1450,3750,1,No,No View,Good,7,1925,98105,47.6706,-122.3
9542,2014-06-06,471000,3,2,2030,2805,2,No,No View,Average,8,2001,98027,47.5305,-122.047
9543,2014-11-07,470950,3,2,2560,16420,2,No,No View,Good,8,1989,98014,47.6916,-121.916
9544,2015-04-14,470500,4,2,2070,14000,1,No,No View,Average,7,1958,98028,47.7484,-122.237
9545,2015-04-17,470500,5,2,2500,9248,1,No,No View,Average,8,1966,98006,47.5415,-122.18
9546,2014-09-24,470450,2,1,1010,3400,1,No,No View,Average,7,1921,98103,47.6711,-122.329
9547,2014-09-08,470101,4,2,2320,7800,2,No,No View,Average,8,1986,98028,47.7738,-122.266
9548,2014-09-26,470000,3,3,2770,54707,2,No,No View,Average,8,1938,98155,47.7555,-122.289
9549,2014-10-16,470000,3,2,1830,39165,1,No,No View,Very Good,8,1963,98027,47.4612,-121.992
9550,2014-06-19,470000,3,2,1730,38884,1,No,No View,Average,8,1997,98038,47.4164,-121.951
9551,2014-10-10,470000,4,1,1740,37238,2,No,No View,Good,7,1932,98024,47.5651,-121.902
9552,2014-07-25,470000,3,4,3520,35512,2,No,Average,Average,8,2005,98022,47.2416,-121.979
9553,2014-08-13,470000,4,2,1990,30083,2,No,No View,Average,8,1998,98155,47.7678,-122.272
9554,2014-08-22,470000,4,1,2590,18224,2,No,No View,Good,7,1911,98118,47.5318,-122.286
9555,2014-07-09,470000,4,2,2380,17199,2,No,No View,Average,8,1979,98028,47.7668,-122.27
9556,2014-08-27,470000,4,2,2180,17180,2,No,No View,Good,7,1977,98014,47.698,-121.92
9557,2014-06-10,470000,3,2,2290,14800,1,No,No View,Average,8,1965,98155,47.7735,-122.273
9558,2014-05-14,470000,4,2,2310,14023,2,No,No View,Average,9,1991,98019,47.7351,-121.964
9559,2014-06-04,470000,3,2,1800,12669,1,No,No View,Average,7,1956,98033,47.6935,-122.173
9560,2014-08-27,470000,5,2,2030,12342,2,No,No View,Good,7,1942,98052,47.6417,-122.109
9561,2015-02-18,470000,4,2,2320,12042,1,No,No View,Good,7,1975,98072,47.763,-122.16
9562,2015-03-20,470000,3,4,2070,11658,1,No,No View,Good,8,1977,98056,47.537,-122.178
9563,2014-07-22,470000,4,2,1850,11250,2,No,No View,Average,7,1981,98074,47.6264,-122.062
9564,2014-07-18,470000,4,2,3380,9900,1,No,Average,Good,8,1969,98166,47.4438,-122.34
9565,2014-08-26,470000,4,3,2150,9820,1,No,No View,Good,8,1979,98011,47.7758,-122.2
9566,2014-07-31,470000,3,2,2220,9800,2,No,No View,Average,8,1987,98155,47.7635,-122.286
9567,2015-03-04,470000,3,2,1980,9725,2,No,No View,Average,8,1994,98045,47.4856,-121.802
9568,2014-10-29,470000,4,2,2520,9684,2,No,No View,Average,8,1994,98045,47.4848,-121.801
9569,2014-05-02,470000,5,2,2210,9655,1,No,No View,Average,8,1976,98011,47.7698,-122.222
9570,2015-04-28,470000,5,2,2740,9600,1,No,No View,Good,7,1945,98144,47.5738,-122.315
9571,2014-07-15,470000,3,2,1780,8784,1,No,No View,Average,7,1977,98033,47.701,-122.172
9572,2015-02-24,470000,6,2,2490,8732,2,No,No View,Good,8,1966,98034,47.7252,-122.187
9573,2014-10-31,470000,3,2,1310,8600,1,No,No View,Good,7,1987,98033,47.686,-122.185
9574,2015-05-04,470000,3,2,2070,8581,2,No,No View,Average,8,1994,98059,47.5101,-122.151
9575,2014-09-22,470000,4,2,2470,8536,2,No,No View,Average,8,2002,98155,47.7699,-122.292
9576,2014-09-22,470000,3,2,2000,8424,1,No,No View,Good,7,1968,98034,47.7089,-122.201
9577,2015-04-14,470000,3,1,1460,8227,1,No,No View,Average,6,1948,98125,47.7009,-122.301
9578,2014-06-23,470000,3,2,2150,8221,2,No,No View,Average,8,1992,98059,47.5085,-122.15
9579,2014-07-24,470000,4,2,2680,8062,1,No,Good,Good,7,1967,98198,47.4132,-122.328
9580,2014-06-16,470000,3,2,1510,8000,1,No,No View,Good,7,1956,98007,47.5865,-122.135
9581,2015-03-18,470000,4,3,2310,7350,1,No,No View,Average,8,1989,98011,47.7505,-122.182
9582,2015-02-06,470000,4,2,1650,7276,1,No,No View,Average,7,1977,98011,47.7721,-122.206
9583,2014-07-22,470000,5,3,3910,7077,2,No,No View,Average,9,2000,98038,47.3766,-122.027
9584,2014-09-10,470000,5,4,3860,6901,2,No,No View,Average,7,2003,98038,47.3694,-122.032
9585,2015-01-15,470000,4,2,2700,6769,2,No,No View,Average,9,1999,98042,47.3753,-122.155
9586,2014-06-16,470000,3,2,1760,6723,1,No,No View,Average,7,1958,98118,47.5514,-122.266
9587,2014-09-12,470000,3,2,2280,6134,2,No,No View,Average,8,2004,98065,47.5335,-121.854
9588,2015-02-26,470000,5,2,1900,6000,2,No,No View,Good,6,1920,98033,47.6831,-122.186
9589,2014-12-09,470000,2,1,900,5512,1,No,No View,Average,7,1947,98115,47.6877,-122.289
9590,2014-10-13,470000,2,1,1190,5200,1,No,No View,Very Good,7,1912,98103,47.6939,-122.348
9591,2015-04-14,470000,4,3,2380,5125,2,No,No View,Good,7,1925,98126,47.5384,-122.376
9592,2015-03-09,470000,3,2,2480,5082,2,No,No View,Average,7,2004,98065,47.5297,-121.846
9593,2014-06-28,470000,3,2,1500,5000,2,No,No View,Good,7,1927,98117,47.679,-122.373
9594,2014-07-16,470000,3,1,1010,5000,1,No,No View,Average,7,1952,98107,47.675,-122.394
9595,2014-11-21,470000,3,1,1400,4914,2,No,No View,Average,7,1929,98117,47.681,-122.364
9596,2015-02-17,470000,3,2,2620,4874,2,No,No View,Average,7,1999,98065,47.5328,-121.879
9597,2014-10-20,470000,3,2,2100,4700,2,No,No View,Average,8,1999,98065,47.5341,-121.867
9598,2014-11-10,470000,4,2,2410,4680,2,No,No View,Average,9,1974,98008,47.6234,-122.113
9599,2014-08-13,470000,3,1,1170,4400,1,No,No View,Average,7,1951,98199,47.6584,-122.391
9600,2014-09-17,470000,5,2,2180,4268,2,No,No View,Good,7,1924,98117,47.6848,-122.389
9601,2015-04-02,470000,2,2,1520,4220,1,No,No View,Good,7,1910,98117,47.6876,-122.366
9602,2014-12-09,470000,2,1,1220,4000,2,No,No View,Good,6,1908,98103,47.6801,-122.354
9603,2015-01-14,470000,4,2,1500,3659,1,No,No View,Average,7,1906,98122,47.6088,-122.293
9604,2014-08-20,470000,3,3,1710,2381,2,No,No View,Average,8,2003,98029,47.5477,-122.004
9605,2014-09-22,470000,3,2,2120,2374,2,No,No View,Average,8,2005,98052,47.674,-122.142
9606,2014-07-17,470000,3,3,1740,1693,2,No,No View,Average,8,2007,98116,47.558,-122.382
9607,2014-10-20,470000,3,4,1280,1257,2,No,No View,Average,8,2000,98107,47.6721,-122.374
9608,2014-08-04,469995,4,2,2350,3800,2,No,No View,Average,8,2014,98059,47.4783,-122.123
9609,2014-07-08,469950,4,3,2530,14178,2,No,No View,Average,8,1997,98019,47.737,-121.955
9610,2014-09-19,469950,3,2,1620,8701,1,No,No View,Average,7,1962,98007,47.6071,-122.137
9611,2014-10-10,469950,5,2,2310,8303,1,No,No View,Average,7,1975,98034,47.7212,-122.211
9612,2014-12-15,469950,4,3,2720,6427,1,No,No View,Average,8,2008,98146,47.4931,-122.354
9613,2014-09-19,469950,5,3,3223,6371,2,No,No View,Average,9,2014,98042,47.3588,-122.163
9614,2014-09-30,469950,5,2,1220,4200,1,No,No View,Good,6,1921,98105,47.6677,-122.321
9615,2014-08-09,469950,3,3,1760,1778,3,No,No View,Average,8,2008,98125,47.7201,-122.301
9616,2014-11-10,469950,3,2,1820,1357,3,No,No View,Average,9,2014,98126,47.5432,-122.376
9617,2014-06-27,469900,4,2,2990,8913,2,No,No View,Good,9,1991,98058,47.4353,-122.159
9618,2015-04-06,469900,3,2,2270,4399,2,No,No View,Average,7,2007,98065,47.5415,-121.884
9619,2014-07-28,469775,2,2,1530,7020,1,No,No View,Average,7,1942,98199,47.6465,-122.395
9620,2014-08-12,469500,5,2,2970,24759,1,No,No View,Good,8,1969,98031,47.3908,-122.173
9621,2015-01-05,469500,4,3,1930,13041,1,No,No View,Good,8,1980,98072,47.7502,-122.085
9622,2015-04-28,469500,3,2,1850,12000,1,No,No View,Good,7,1977,98072,47.7408,-122.101
9623,2014-09-24,469500,4,2,2090,7241,1,No,No View,Good,7,2001,98034,47.726,-122.221
9624,2015-03-30,469000,3,2,1300,22605,1,No,No View,Average,7,1998,98056,47.5337,-122.187
9625,2015-04-08,469000,4,3,3550,13938,1,No,No View,Very Good,8,1966,98188,47.425,-122.283
9626,2014-07-10,469000,5,2,2690,11745,1,No,No View,Average,8,1960,98177,47.7708,-122.362
9627,2015-03-27,469000,4,2,2960,11347,1,No,No View,Good,8,1946,98166,47.4738,-122.353
9628,2014-11-26,469000,3,2,2620,10659,1,No,No View,Average,7,1976,98155,47.7643,-122.273
9629,2015-01-27,469000,3,2,2070,9957,1,No,No View,Average,8,1977,98155,47.7766,-122.277
9630,2014-09-04,469000,3,2,1820,8446,2,No,No View,Average,8,1978,98034,47.7208,-122.236
9631,2014-06-18,469000,5,2,2240,7543,1,No,No View,Average,7,1966,98177,47.7756,-122.372
9632,2015-03-02,469000,4,2,2240,5624,1,No,No View,Average,7,1961,98108,47.5574,-122.308
9633,2014-05-06,469000,2,1,1030,4400,1,No,No View,Average,7,1924,98117,47.681,-122.361
9634,2014-08-18,469000,2,1,1120,4284,1,No,No View,Average,6,1921,98105,47.6688,-122.324
9635,2014-06-02,469000,3,1,950,4250,2,No,No View,Very Good,6,1948,98122,47.609,-122.307
9636,2014-07-16,469000,3,2,1680,2400,2,No,No View,Average,7,1929,98117,47.6849,-122.367
9637,2014-12-10,469000,3,2,1440,1362,3,No,No View,Average,7,2014,98117,47.6908,-122.365
9638,2014-10-17,469000,3,2,1190,1290,3,No,No View,Average,8,2008,98107,47.6762,-122.378
9639,2014-09-30,469000,3,3,1390,1278,2,No,No View,Average,8,2005,98107,47.6735,-122.375
9640,2014-08-18,469000,3,3,1370,1194,3,No,No View,Average,8,2004,98107,47.6718,-122.388
9641,2014-12-30,469000,3,2,1480,800,2,No,No View,Average,8,2014,98136,47.5493,-122.387
